PID1,PID2,B1,B2,PB,D1,D2,PD,PRODUCT,AVERAGE,DUPLICATE,
L75V-D16,L8JB-4W7,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MJ6N-X3J,MJ6X-9XP,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNR-QMT,9JNR-VWZ,missing,+1814,0.5,missing,missing,0.5,0.25,0.5,N,
KZB9-G1K,K87T-CFV,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJLG-FRM,MXLJ-JQ4,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LDB8-M1F,LDB6-SHC,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
27J3-NT4,M2YT-SBB,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MPWH-FMX,MPW8-PMD,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
9JN9-YY1,KG4M-PVN,+1882-05-04,+1882-05-04,1.0,missing,missing,0.5,0.5,0.75,Y,
9JNJ-V9C,9JNJ-XF5,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MRDL-NYY,KDSB-KZ5,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJLS-3RT,MJLR-BW6,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
KCT9-1BQ,992S-WSF,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MPWS-7CR,KHW8-R8V,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KCT1-NLF,K8SP-NSS,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
9891-SGX,L7NN-9LZ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L75Z-MZ2,L75C-PTT,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MR9V-3NZ,KNPP-J91,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJ79-CS5,MDPF-BJF,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L75G-PZB,LCQY-JPY,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
98BH-358,K6HG-RGL,missing,+1815,0.5,missing,missing,0.5,0.25,0.5,N,
L75V-D16,L888-H66,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
98G7-4YQ,9JYJ-WJL,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNR-QMT,GM4W-W3K,missing,+1825,0.5,missing,+1829-10-30,0.5,0.25,0.5,N,
MR91-C78,KZSY-2V7,missing,+1631-08-12,0.5,missing,missing,0.5,0.25,0.5,N,
MJ6D-9SS,MP2F-PYS,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MRDP-PZ4,99XQ-WW7,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L75Q-51J,L492-N2L,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
27J3-NT4,M2YD-LVJ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LDB8-M1F,LDBF-FZG,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KZB9-G1K,KGP1-LPW,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
LJTC-MRP,LJTY-NWW,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L75Z-MZ2,L75Z-THL,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MPWS-7CR,MPWS-7FP,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L76G-317,LBH3-M6R,+1902-08-03,+1903,1.0,missing,missing,0.5,0.5,0.75,N,
KCT9-1BQ,99NH-MQD,missing,+1781-10-05,0.5,missing,+1785-04-14,0.5,0.25,0.5,N,
L75G-PZB,LCH2-412,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
LD9X-JCR,LD94-7NX,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KLX4-QDC,L4RJ-DQF,+1853-11-01,missing,0.5,+1911-03-03,missing,0.5,0.25,0.5,Y,
MJLS-3RT,MJLV-916,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
9JNJ-V9C,9JNJ-JRH,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LJTR-HRF,LJTR-NTS,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9891-SGX,9891-SGP,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
27JC-VRZ,LWHZ-3K5,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJKR-V43,MXXQ-TMZ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJ6X-D45,9ZQX-V4M,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
9JNR-QMT,9KWY-X98,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
L75V-D16,L6Y1-675,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
98G7-4YQ,96HH-LFY,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
98BH-358,M66Z-C6Q,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
L6FQ-N9C,LV3T-C95,A+0413,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJ6D-9SS,MG6L-2LX,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MJ6Q-LS3,KCT2-RGY,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
27GS-V6K,9NKL-Z8N,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MRDP-PZ4,L4X9-SPD,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
27GX-2VJ,L7Q8-LV2,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
27J3-NT4,M2TV-FJW,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KZB9-G1K,KG5S-RMF,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
LJTC-MRP,LJTY-P5S,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MPVZ-TXB,M6JF-12T,missing,+1802-11-22,0.5,missing,missing,0.5,0.25,0.5,Y,
L75Z-MZ2,L75Z-5PM,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LDB8-M1F,LDBF-FWP,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNB-ZCQ,9ND7-MNV,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MPWJ-6XQ,MPWJ-XVG,+1834-09-07,+1834-09-07,1.0,missing,missing,0.5,0.5,0.75,Y,
L6DS-8FB,L6DX-681,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LJTR-HRF,LJT8-KWC,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KLX4-QDC,96C6-GW8,+1853-11-01,missing,0.5,+1911-03-03,missing,0.5,0.25,0.5,Y,
LD9X-JCR,L2TK-ZL4,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNJ-V9C,9DZJ-9YQ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KCT9-1BQ,99NH-M3X,missing,+1777-09-21,0.5,missing,missing,0.5,0.25,0.5,N,
9891-SGX,9891-SG2,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
98BH-358,M5DT-J8J,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
KCT1-W7H,LB2K-6JF,+1773-12-22,missing,0.5,+1779-09-12,missing,0.5,0.25,0.5,N,
MJ6D-9SS,MV7R-VZ9,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
27JC-VRZ,LWHZ-MTD,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MRDW-PDW,MR4R-C26,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJKR-V43,MXXQ-VC2,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L75V-D16,L6Y1-66H,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
9JNR-QMT,9JN1-81B,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MRDP-PZ4,9DVT-5F5,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
27GX-2VJ,L7Z9-MTK,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
27J3-NT4,K2KX-L6K,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LDB3-5FX,LDBQ-MMM,A+1850,A+1850,1.0,missing,missing,0.5,0.5,0.75,Y,
KZB9-G1K,9D85-NZD,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
LDB8-M1F,LDB6-39Q,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L6DS-8FB,L8TM-LFF,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LD9X-JCR,L2TK-8TL,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
LJTR-HRF,LJTR-CN5,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNB-ZCQ,9ND7-SS4,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MPWT-TWH,KH1J-6DG,+1762-04-05,+1762-05-05,0.0,+1837-04-08,+1837-04-08,1.0,0.0,0.5,Y,
KLX4-QDC,L4RF-616,+1853-11-01,missing,0.5,+1911-03-03,missing,0.5,0.25,0.5,Y,
27J1-4TP,KKSX-M35,+1848-01,missing,0.5,missing,missing,0.5,0.25,0.5,N,
L75H-DZM,L7KL-FJ1,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KCT9-1BQ,K41B-8WB,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
9891-SGX,L7NN-9GX,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNJ-V9C,9JNJ-6HN,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MRFF-8Y7,L4NC-8CG,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJLS-M2Z,MJGS-NM2,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
27JC-VRZ,27J8-4RT,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KZBM-XYN,K8DN-78P,missing,+1838-01-02,0.5,missing,missing,0.5,0.25,0.5,Y,
98G7-VCY,99BY-FQ3,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJLG-G3M,LW7V-QT1,+1831,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L6F6-3YY,LJJS-YDZ,missing,+1851,0.5,missing,missing,0.5,0.25,0.5,Y,
MRDP-PZ4,KZBF-RNG,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LJTF-BS9,GMT9-LDQ,+1917-05-27,+1917-05-27,1.0,+2008-11-08,+2008-11-08,1.0,1.0,1.0,Y,
MRDW-PDW,MR84-C8Y,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L6FR-B9N,L6NW-7X2,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJ6R-QHB,M6KX-NCL,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L6DS-8FB,L8TF-M3Z,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L75H-DZM,LCQ5-HC3,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MRFF-8Y7,L4NX-LMX,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNB-ZCQ,M36L-CPV,missing,A+1600,0.5,missing,/+1674,0.5,0.25,0.5,Y,
L75Z-VDS,LWNC-M82,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
27GX-2VJ,M3VF-P1F,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
LDB3-5FX,LDYK-XPJ,A+1850,A+1850,1.0,missing,missing,0.5,0.5,0.75,Y,
MJ6Y-Q3F,9NG6-MKG,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LJTR-HRF,LJTR-5MP,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KCT9-1BQ,K8F5-ZMD,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MPW1-6YK,MZBR-M76,+1783-09-24,+1783-09-24,1.0,missing,missing,0.5,0.5,0.75,Y,
27J1-4TP,L8SH-5HY,+1848-01,A+1847,1.0,missing,missing,0.5,0.5,0.75,N,
MPWJ-P8W,MPWJ-P4Z,+1572,+1572,1.0,missing,missing,0.5,0.5,0.75,Y,
9JNJ-V9C,9JNJ-ZZZ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
27JC-VRZ,LWHC-LBL,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L75V-KYW,L7KL-SZK,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
98G7-VCY,98G7-KGD,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
98C7-S3H,L5B7-3CG,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJLG-G3M,MJLG-R95,+1831,+1835,0.0,missing,missing,0.5,0.0,0.25,N,
L6FR-B9N,LD8N-YFJ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LJTR-HRF,LJTT-N41,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LD9X-JD3,LD9G-QGT,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJ6D-JHW,9NNT-CLH,missing,+1870-03-02,0.5,missing,missing,0.5,0.25,0.5,Y,
27J5-6TJ,MQHW-V8P,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KLWX-GDH,KKQN-RWC,+1893-11-26,+1893-11-26,1.0,missing,missing,0.5,0.5,0.75,Y,
KCT2-BM2,MRMD-6PN,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KLX4-QDC,9DCV-HJP,+1853-11-01,missing,0.5,+1911-03-03,missing,0.5,0.25,0.5,Y,
MRDW-PDW,KG6J-DQK,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
27GX-2VJ,KJV3-BLB,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MRFF-8Y7,KJKJ-FVM,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
27J1-4TP,KK9B-K7D,+1848-01,missing,0.5,missing,missing,0.5,0.25,0.5,N,
LDB8-TZH,LDB8-5SD,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MPWW-9CL,MHZ7-2TK,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MRDP-PZ4,K42S-YPW,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MJLW-NQT,MDZG-56G,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9893-CS2,9893-Z85,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
27JC-VRZ,K2KW-NTT,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KZBN-LYY,M58M-JGG,A+1875,+1875,1.0,missing,missing,0.5,0.5,0.75,Y,
L6FR-B9N,L6FR-1ZM,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L75V-KYW,L6K8-WNY,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L6DS-HZF,L6DS-3QT,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L75J-5FF,L75J-GM4,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJ71-XRG,KZGJ-73V,missing,A+1777,0.5,missing,missing,0.5,0.25,0.5,Y,
MJLW-NQT,MJLS-VQK,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L762-4PJ,LW1P-54B,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MRDW-PDW,MRDB-R2R,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KCT2-BM2,MLQT-NX7,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
LD9X-JD3,LD9Q-F5Q,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KLWX-GDH,LWYV-YC1,+1893-11-26,+1893,1.0,missing,missing,0.5,0.5,0.75,Y,
27GX-2VJ,M4RT-TPT,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
9893-CS2,9893-8N4,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MPWK-D9C,LDV8-GG9,+1911-06-18,+1911-06-18,1.0,+1935,+1935-06-24,1.0,1.0,1.0,Y,
KZB4-HFD,KNL5-3BK,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L6FR-B9N,L6FB-HJR,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KZBN-LYY,KZV5-TLQ,A+1875,A+1875,1.0,missing,missing,0.5,0.5,0.75,Y,
LJTS-V38,9V6B-WFT,+1839,missing,0.5,missing,missing,0.5,0.25,0.5,N,
L6DS-HZF,L6DQ-SFM,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJLK-HRG,MJGW-4BM,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L4JH-SV2,L4JH-SV2,+1819-05-14,+1819-05-14,1.0,/+1871,/+1871,1.0,1.0,1.0,Y,
LD9X-JD3,LD9G-VH2,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MJLW-NQT,MJLC-QLX,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MRDR-QZ1,MRWP-614,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJ71-XRG,KZLZ-NVJ,missing,A+1777,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNR-YWV,9JNY-XGN,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
LDB3-5FX,L1P3-4XM,A+1850,A+1850,1.0,missing,missing,0.5,0.5,0.75,N,
MPWX-5MY,MPWH-K6L,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MPW1-6YK,9QV5-CBB,+1783-09-24,missing,0.5,missing,missing,0.5,0.25,0.5,N,
KZB4-HFD,2Q1R-DC3,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L6F7-YXQ,L2VH-CBD,+1995-06-20,+1995-06-20,1.0,missing,+1995-06-21,0.5,0.5,0.75,Y,
27JD-JSF,K252-H5W,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
27J7-7TG,MJRB-KVS,+1836,missing,0.5,missing,missing,0.5,0.25,0.5,N,
98G8-RNG,LDYR-76X,missing,+1846,0.5,missing,missing,0.5,0.25,0.5,Y,
L75V-KZ8,L7TQ-GVB,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L6FR-B9N,LD8Y-HBL,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJ6V-BS8,KWJ4-4SW,missing,+1809-08-25,0.5,missing,+1873-06-10,0.5,0.25,0.5,Y,
KLXH-RXB,K4B6-L7P,+1686,missing,0.5,missing,missing,0.5,0.25,0.5,N,
L762-4PJ,LW15-63B,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJKS-14W,LDFL-WJF,missing,+1831,0.5,missing,+1912-07-16,0.5,0.25,0.5,Y,
MRDW-PDW,K69W-NXC,missing,+1754,0.5,missing,+1828-02-14,0.5,0.25,0.5,N,
MJ6D-RRY,MJ6W-CKL,missing,+1809,0.5,missing,missing,0.5,0.25,0.5,N,
L75K-1PS,L431-G8N,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L769-LZ5,2W9X-NC2,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KCT4-2WJ,KHCF-B2M,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MJLW-NQT,MJLQ-NMG,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9894-PRC,L48N-7HP,+1893-08-05,+1893-08-05,1.0,missing,missing,0.5,0.5,0.75,Y,
MRDR-QZ1,MRD7-MB7,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LD9X-JD3,LD94-W74,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
L75V-KZ8,L7TQ-2P1,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L76H-XNN,9ZM9-51J,A+1874,A+1876,1.0,missing,missing,0.5,0.5,0.75,N,
MJLK-HRG,MJLB-NFX,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L6DS-HZF,L8TC-LJ8,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MR89-LB1,MR46-FVF,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MPWN-ZC4,KXFJ-WY9,missing,missing,0.5,missing,+1855-05-17,0.5,0.25,0.5,Y,
MJ71-XRG,K8FV-S38,missing,A+1777,0.5,missing,missing,0.5,0.25,0.5,Y,
27JD-JSF,KVY4-2F4,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNB-ZD2,MTXT-7QD,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
KZBT-6ZJ,9Q37-DWR,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNR-YWV,9DZN-2XG,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MPWX-5MY,K224-TZV,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
LJTT-J3C,LJT4-4TW,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MRFF-8Y7,KJ2Z-6XX,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MRDW-PDW,MR9B-KZC,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
KZBP-MYV,K6MT-2CJ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LDB3-5FX,LDFF-D3K,A+1850,A+1850,1.0,missing,missing,0.5,0.5,0.75,N,
KZB4-HFD,KNVN-73M,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LDB8-TZH,L84L-6TJ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KLXH-RXB,K64Y-GPS,+1686,A+1684,1.0,missing,missing,0.5,0.5,0.75,N,
9JNK-RD1,9JNK-XGK,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L762-4PJ,MF51-NYT,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KZBB-FZL,MPB1-PDN,missing,+1706-11-11,0.5,missing,missing,0.5,0.25,0.5,Y,
L75V-KZ8,L7T7-4P2,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LD9X-JD3,LD9Q-XTT,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MPWN-ZC4,MNTB-WLM,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MRFF-8Y7,MVHD-LMM,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L769-LZ5,L7DR-NDF,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
27JD-JSF,KVY4-2FZ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KZBP-MYV,9J6L-46P,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L6DS-HZF,L6DZ-YCN,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJKY-M45,KD9G-NJ2,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MRDR-QZ1,MR4G-3HJ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MR89-LB1,MR89-GMS,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MPWX-5MY,MSMY-V4N,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MJLW-NQT,MJL4-NS5,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNB-ZD2,9VZ9-LW7,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
KZBT-6ZJ,K4X1-92G,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
27J7-Q4M,K2PX-7QP,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJL6-BHX,LWB8-28Q,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MPW1-XCS,9775-GX5,+1716-12-22,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LDB8-TZH,LDBD-NM1,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MRDW-PDW,M3GC-Z4Z,missing,+1743-06-07,0.5,missing,missing,0.5,0.25,0.5,N,
9JNR-YWV,9DZN-GQG,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
9JNK-RD1,9KNR-669,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LJTT-J3C,LJY9-ZM3,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KLXH-RXB,MKY3-YC1,+1686,missing,0.5,missing,missing,0.5,0.25,0.5,N,
LDB3-5FX,L1PM-YHW,A+1850,A+1846,1.0,missing,missing,0.5,0.5,0.75,N,
KZBB-FZL,MC2V-2WQ,missing,+1706-11-11,0.5,missing,missing,0.5,0.25,0.5,Y,
L75K-224,L752-855,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
KCT4-38J,MXV6-5XR,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MPWN-ZC4,MKD1-8W5,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MJ6W-6SC,MJFP-7LC,missing,A+1834,0.5,missing,+1870,0.5,0.25,0.5,Y,
9899-WGL,MXHJ-PKX,+1754-01-20,missing,0.5,+1754-02-02,missing,0.5,0.25,0.5,N,
L6DS-HZF,L6DC-S5V,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MJLJ-3HS,MJG9-MTM,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJKY-M45,MJ25-3LV,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
MR89-LB1,MRC7-JPD,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
KZBT-6ZJ,932N-PSW,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MRDR-QZ1,MRDV-8GW,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LDB8-TZH,LDB8-L96,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LJTT-J3C,LJT4-CSK,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L769-LZ5,2W9X-NPG,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNK-RD1,9KNR-NCB,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
27J1-561,LZYR-CFH,missing,A+1875,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNR-YWV,9JNB-DXP,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
L75X-DP3,L75K-ZPJ,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
L75K-224,LHMB-3T4,missing,missing,0.5,missing,missing,0.5,0.25,0.5,N,
L4JH-SV2,L4JH-SV2,+1819-05-14,+1819-05-14,1.0,/+1871,/+1871,1.0,1.0,1.0,Y,
KZB4-HFD,KN2D-275,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MJ6F-SRV,9VGC-VT8,missing,A+1766,0.5,missing,missing,0.5,0.25,0.5,Y,
LDB8-TZH,LDB8-6H1,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
27JF-L4C,KL47-C4B,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
LD9X-RMT,LD94-T1Z,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
98G9-FNR,9JPH-13Z,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
MPW5-ZCM,MPW5-ZDD,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
9JNK-RD1,9KNR-F8G,missing,missing,0.5,missing,missing,0.5,0.25,0.5,Y,
L6F8-4Z7,LZJY-B99,+1898,A+1884,0.0,missing,missing,0.5,0.0,0.25,N,
